time_s,timestamp,indoor_c,outdoor_c,cooling_electric_kw,cooling_fans_pumps_kw,cooling_delivered_kw
1133100.0,2018-07-31 02:45:00,23.888888888888896,29.175,1.084,0.316,3.87205497908604
1134000.0,2018-07-31 03:00:00,23.888888888888896,28.9,1.06,0.312,3.80640705936796
1134900.0,2018-07-31 03:15:00,23.8888888888889,28.75,1.044,0.308,3.7559988352987204
1135800.0,2018-07-31 03:30:00,23.8888888888889,28.6,1.028,0.304,3.7102797483522
1136700.0,2018-07-31 03:45:00,23.8888888888889,28.450000000000003,1.016,0.3,3.6669052299670404
1137600.0,2018-07-31 04:00:00,23.888888888888896,28.3,1.0,0.296,3.62587528014324
1138500.0,2018-07-31 04:15:00,23.8888888888889,28.175,0.984,0.292,3.5813284774774004
1139400.0,2018-07-31 04:30:00,23.8888888888889,28.05,0.972,0.288,3.54264309621496
1140300.0,2018-07-31 04:45:00,23.8888888888889,27.925,0.96,0.288,3.50747456779456
1141200.0,2018-07-31 05:00:00,23.888888888888903,27.8,0.948,0.284,3.47230603937416
1142100.0,2018-07-31 05:15:00,23.8888888888889,27.8,0.976,0.292,3.5813284774774004
1143000.0,2018-07-31 05:30:00,23.8888888888889,27.8,0.98,0.292,3.58836218316148
1143900.0,2018-07-31 05:45:00,23.8888888888889,27.8,0.968,0.292,3.5508490861797197
1144800.0,2018-07-31 06:00:00,23.8888888888889,27.8,0.964,0.288,3.52740340056612
1145700.0,2018-07-31 06:15:00,23.888888888888903,27.525,0.972,0.292,3.5696056346705998
1146600.0,2018-07-31 06:30:00,23.888888888888903,27.25,0.96,0.288,3.54147081193428
1147500.0,2018-07-31 06:45:00,23.888888888888896,26.975,0.948,0.288,3.50981913635592
1148400.0,2018-07-31 07:00:00,23.8888888888889,26.7,0.936,0.288,3.49223487214572
1149300.0,2018-07-31 07:15:00,23.888888888888896,26.825,0.896,0.272,3.31639223004372
1150200.0,2018-07-31 07:30:00,23.888888888888896,26.95,0.908,0.276,3.35038847418344
1151100.0,2018-07-31 07:45:00,23.888888888888896,27.075,0.92,0.28,3.3855570026038397
1152000.0,2018-07-31 08:00:00,23.8888888888889,27.2,0.9,0.272,3.2988079658335203
1152900.0,2018-07-31 08:15:00,23.888888888888903,27.35,0.94,0.284,3.4359652266730802
1153800.0,2018-07-31 08:30:00,23.888888888888903,27.5,0.936,0.28,3.4113472567788
1154700.0,2018-07-31 08:45:00,23.8888888888889,27.65,0.964,0.288,3.50864685207524
1155600.0,2018-07-31 09:00:00,23.8888888888889,27.8,0.984,0.296,3.57312248751264
1156500.0,2018-07-31 09:15:00,23.888888888888903,28.075000000000003,1.032,0.308,3.72551944400104
1157400.0,2018-07-31 09:30:00,23.8888888888889,28.35,1.06,0.316,3.81812990217476
1158300.0,2018-07-31 09:45:00,23.8888888888889,28.625,1.092,0.324,3.91308492890984
1159200.0,2018-07-31 10:00:00,23.8888888888889,28.9,1.128,0.332,4.01859051417104
1160100.0,2018-07-31 10:15:00,23.8888888888889,29.175,1.168,0.34,4.1498863536072
1161000.0,2018-07-31 10:30:00,23.8888888888889,29.45,1.212,0.352,4.2846990458854
1161900.0,2018-07-31 10:45:00,23.8888888888889,29.725,1.24,0.36,4.3726203669364
1162800.0,2018-07-31 11:00:00,23.8888888888889,30.0,1.284,0.368,4.5074330592146
1163700.0,2018-07-31 11:15:00,23.888888888888903,30.425,1.34,0.384,4.66686372138708
1164600.0,2018-07-31 11:30:00,23.8888888888889,30.85,1.396,0.396,4.834500373524319
1165500.0,2018-07-31 11:45:00,23.888888888888896,31.275,1.464,0.412,5.0349609855206
1166400.0,2018-07-31 12:00:00,23.888888888888903,31.7,1.52,0.424,5.18970251057036
1167300.0,2018-07-31 12:15:00,23.8888888888889,32.25,1.592,0.44,5.36554515267236
1168200.0,2018-07-31 12:30:00,23.888888888888896,32.8,1.668,0.456,5.5566274904232005
1169100.0,2018-07-31 12:45:00,23.888888888888896,33.349999999999994,1.776,0.48,5.84852627631252
1170000.0,2018-07-31 13:00:00,23.8888888888889,33.9,1.864,0.5,6.0689157210803595
1170900.0,2018-07-31 13:15:00,23.888888888888896,34.037499999999994,1.928,0.516,6.2623426273925595
1171800.0,2018-07-31 13:30:00,23.8888888888889,34.175,1.992,0.532,6.45811410226612
1172700.0,2018-07-31 13:45:00,23.888888888888903,34.3125,2.06,0.548,6.64802415573628
1173600.0,2018-07-31 14:00:00,23.888888888888903,34.45,2.292,0.612,7.36663441979312
1174500.0,2018-07-31 14:15:00,23.888888888888907,34.4375,2.412,0.648,7.80975787789016
1175400.0,2018-07-31 14:30:00,23.888888888888903,34.425,2.28,0.608,7.3771849783192405
1176300.0,2018-07-31 14:45:00,23.8888888888889,34.412499999999994,2.384,0.64,7.65853320568244
1177200.0,2018-07-31 15:00:00,23.888888888888903,34.4,2.416,0.648,7.795690466522
1178100.0,2018-07-31 15:15:00,23.888888888888907,34.7,2.232,0.592,7.13803898506052
1179000.0,2018-07-31 15:30:00,23.888888888888896,35.0,2.204,0.58,6.93640608878356
1179900.0,2018-07-31 15:45:00,23.8888888888889,35.300000000000004,2.22,0.58,6.94930121587104
1180800.0,2018-07-31 16:00:00,23.888888888888903,35.6,2.264,0.588,7.06184050681632
1181700.0,2018-07-31 16:15:00,23.8888888888889,35.6,2.292,0.596,7.181413503445681
1182600.0,2018-07-31 16:30:00,23.8888888888889,35.6,2.3,0.6,7.23651086463764
1183500.0,2018-07-31 16:45:00,23.8888888888889,35.6,2.336,0.608,7.36428985123176
1184400.0,2018-07-31 17:00:00,23.888888888888896,35.6,2.316,0.604,7.322087617127281
1185300.0,2018-07-31 17:15:00,23.888888888888896,35.45,2.264,0.592,7.181413503445681
1186200.0,2018-07-31 17:30:00,23.8888888888889,35.3,2.208,0.58,7.038394821202719
1187100.0,2018-07-31 17:45:00,23.8888888888889,35.15,2.344,0.616,7.493241122106561
1188000.0,2018-07-31 18:00:00,23.888888888888896,35.0,2.424,0.644,7.83437584778444
1188900.0,2018-07-31 18:15:00,23.8888888888889,34.85,2.176,0.576,7.07825248674584
1189800.0,2018-07-31 18:30:00,23.888888888888896,34.7,2.044,0.54,6.6152001958772395
1190700.0,2018-07-31 18:45:00,23.8888888888889,34.55,1.98,0.524,6.42763471096844
1191600.0,2018-07-31 19:00:00,23.8888888888889,34.4,1.94,0.516,6.32212912570724
1192500.0,2018-07-31 19:15:00,23.8888888888889,34.275,1.9,0.504,6.21545125616536
1193400.0,2018-07-31 19:30:00,23.8888888888889,34.15,1.856,0.496,6.09236140669396
1194300.0,2018-07-31 19:45:00,23.8888888888889,34.025,1.816,0.484,5.978649831467999
1195200.0,2018-07-31 20:00:00,23.888888888888896,33.9,1.768,0.472,5.84618170775116
1196100.0,2018-07-31 20:15:00,23.8888888888889,33.2,1.692,0.46,5.69495703554344
1197000.0,2018-07-31 20:30:00,23.8888888888889,32.5,1.596,0.44,5.47105073793356
1197900.0,2018-07-31 20:45:00,23.888888888888896,31.800000000000004,1.512,0.42,5.263556420253201
1198800.0,2018-07-31 21:00:00,23.8888888888889,31.1,1.436,0.404,5.07481865106372
1199700.0,2018-07-31 21:15:00,23.888888888888896,30.825000000000003,1.396,0.396,4.951728801592321
1200600.0,2018-07-31 21:30:00,23.8888888888889,30.55,1.356,0.388,4.83332808924364
1201500.0,2018-07-31 21:45:00,23.888888888888903,30.275,1.32,0.38,4.7207887982983605
1202400.0,2018-07-31 22:00:00,23.8888888888889,30.0,1.24,0.356,4.44764656089992
1203300.0,2018-07-31 22:15:00,23.888888888888903,29.3,1.124,0.328,4.09361670813456
1204200.0,2018-07-31 22:30:00,23.8888888888889,28.6,1.112,0.328,4.10416726666068
1205100.0,2018-07-31 22:45:00,23.8888888888889,27.9,1.06,0.316,3.9681822901018
1206000.0,2018-07-31 23:00:00,23.888888888888893,27.2,1.016,0.308,3.8568152834372
1206900.0,2018-07-31 23:15:00,23.888888888888896,27.2,0.988,0.3,3.74193142393056
1207800.0,2018-07-31 23:30:00,23.8888888888889,27.2,0.972,0.296,3.6692497985284
1208700.0,2018-07-31 23:45:00,23.8888888888889,27.2,0.952,0.288,3.5930513202842
