aggregate_energy_kwh,allocation_strategy,comfort_band_c,comfort_violation_count,comfort_violation_degree_minutes,controller,current_saturation_count,experiment_set,feeder_extra_load_kvar,feeder_extra_load_kw,fleet_size,frequency_nadir_hz,frequency_overshoot_hz,inverter_q_max_kvar,inverter_s_rated_kva,max_abs_frequency_deviation_hz,max_aggregate_p_kw,max_aggregate_q_kvar,max_compute_time_ms,max_feeder_voltage_pu,max_pcc_voltage_pu,max_unit_apparent_kva,mean_compute_time_ms,mean_pcc_voltage_pu,measurement_delay_steps,min_feeder_voltage_pu,min_pcc_voltage_pu,mpc_feasibility_rate,ramp_limited_count,reactive_support_kvarh,scenario,tcl_share_percent,temperature_max_c,temperature_min_c,thermal_ambient_temperature_c,thermal_calibration_source,thermal_capacitance_kwh_per_c,thermal_cop,thermal_resistance_c_per_kw,thermal_setpoint_c,voltage_event_type,voltage_sag_pu
168.05555555555557,load_proportional,1.0,0.0,0.0,no_support,0.0,full,0.0,0.0,500,59.805159135,0.014840864900001804,2.2,4.0,0.1948408650000033,1000.0000000000002,0.0,0.00809994526207447,1.076961163640929,1.0001414618335638,2.0000000000000004,0.002986775549544283,0.9679394709066225,0,0.8791644640508466,0.9184961148919875,1.0,0.0,0.0,voltage_sag_0.90,28.851702250432776,23.88888888888889,23.882294773257478,31.800000000000004,"NREL ResStock AMY2018 2024 release 2, baseline upgrade 0, EnergyPlus outputs",39.99999999999999,3.4656531767893086,2.7155349371558803,23.88888888888889,source_sag,0.9
167.79815526071354,load_proportional,1.0,0.0,0.0,rule_based,0.0,full,0.0,0.0,500,59.805159135,0.014836710227534411,2.2,4.0,0.1948408650000033,1000.0000000000002,1100.0,0.007200054824352264,1.0746292409868952,0.9992389503119228,2.954093521916223,0.0027115668424151163,0.9741311229213496,0,0.8998368265784426,0.9407403407416964,1.0,0.0,60.61122296603353,voltage_sag_0.90,28.851702250432776,23.88888888888889,23.882338311101986,31.800000000000004,"NREL ResStock AMY2018 2024 release 2, baseline upgrade 0, EnergyPlus outputs",39.99999999999999,3.4656531767893086,2.7155349371558803,23.88888888888889,source_sag,0.9
101.6284757582776,load_proportional,1.0,0.0,0.0,dmpc_active_only,0.0,full,0.0,0.0,500,59.91015919215744,0.11984087223119388,2.2,4.0,0.11984087223119388,1416.8486179477231,0.0,146.06820000335574,1.0746410988520765,1.0028179449048558,2.833697235895446,86.67040082302775,0.9725705371448665,0,0.89091705514802,0.9250404066622336,1.0,22.0,0.0,voltage_sag_0.90,28.851702250432776,23.895905587504014,23.888039079742516,31.800000000000004,"NREL ResStock AMY2018 2024 release 2, baseline upgrade 0, EnergyPlus outputs",39.99999999999999,3.4656531767893086,2.7155349371558803,23.88888888888889,source_sag,0.9
101.6284757582776,load_proportional,1.0,0.0,0.0,dmpc_pq,0.0,full,0.0,0.0,500,59.91015919215744,0.11984087223119388,2.2,4.0,0.11984087223119388,1416.8486179477231,1100.0,172.05579997971654,1.0746410988520776,1.0013081706110292,2.833697235895446,87.02488595519738,0.9783124465829426,0,0.899849282363175,0.9435369594639234,1.0,22.0,53.87418317084621,voltage_sag_0.90,28.851702250432776,23.895905587504014,23.888039079742516,31.800000000000004,"NREL ResStock AMY2018 2024 release 2, baseline upgrade 0, EnergyPlus outputs",39.99999999999999,3.4656531767893086,2.7155349371558803,23.88888888888889,source_sag,0.9
102.00589466738077,load_proportional,1.0,0.0,0.0,dmpc_full_pq,0.0,full,0.0,0.0,500,59.91015926071987,0.1198408879296835,2.2,4.0,0.1198408879296835,1407.9502804489728,1100.0,395.59820003341883,1.0640645515185543,1.0077779579504405,3.491962645333492,224.24393966274476,0.981865432677687,0,0.8998654692279419,0.9491921673659345,1.0,18.0,117.77965065473623,voltage_sag_0.90,28.851702250432776,23.895842302220775,23.88801053782131,31.800000000000004,"NREL ResStock AMY2018 2024 release 2, baseline upgrade 0, EnergyPlus outputs",39.99999999999999,3.4656531767893086,2.7155349371558803,23.88888888888889,source_sag,0.9
168.05555555555557,load_proportional,1.0,0.0,0.0,no_support,0.0,full,0.0,0.0,500,59.805159135,0.014840864900001804,2.2,4.0,0.1948408650000033,1000.0000000000002,0.0,0.008100061677396297,1.076961163640929,1.0001414618335638,2.0000000000000004,0.002615704116496173,0.9750906053037344,0,0.8987910556631095,0.9396006822590736,1.0,0.0,0.0,voltage_sag_0.92,28.851702250432776,23.88888888888889,23.882294773257478,31.800000000000004,"NREL ResStock AMY2018 2024 release 2, baseline upgrade 0, EnergyPlus outputs",39.99999999999999,3.4656531767893086,2.7155349371558803,23.88888888888889,source_sag,0.92
167.79815526071354,load_proportional,1.0,0.0,0.0,rule_based,0.0,full,0.0,0.0,500,59.805159135,0.014836710227534411,2.2,4.0,0.1948408650000033,1000.0000000000002,1100.0,0.008699949830770493,1.0746292409868952,0.9992389503119228,2.954093521916223,0.002600001517590905,0.9787406822229616,0,0.9091355264652385,0.9491707149478619,1.0,0.0,39.82296119919227,voltage_sag_0.92,28.851702250432776,23.88888888888889,23.882338311101986,31.800000000000004,"NREL ResStock AMY2018 2024 release 2, baseline upgrade 0, EnergyPlus outputs",39.99999999999999,3.4656531767893086,2.7155349371558803,23.88888888888889,source_sag,0.92
101.6284757582776,load_proportional,1.0,0.0,0.0,dmpc_active_only,0.0,full,0.0,0.0,500,59.91015919215744,0.11984087223119388,2.2,4.0,0.11984087223119388,1416.8486179477231,0.0,189.03560005128384,1.0746410988520765,1.0028179449048558,2.833697235895446,88.24710661356822,0.9797963085117531,0,0.9108986724354322,0.9463652441108501,1.0,22.0,0.0,voltage_sag_0.92,28.851702250432776,23.895905587504014,23.888039079742516,31.800000000000004,"NREL ResStock AMY2018 2024 release 2, baseline upgrade 0, EnergyPlus outputs",39.99999999999999,3.4656531767893086,2.7155349371558803,23.88888888888889,source_sag,0.92
101.6284757582776,load_proportional,1.0,0.0,0.0,dmpc_pq,0.0,full,0.0,0.0,500,59.91015919215744,0.11984087223119388,2.2,4.0,0.11984087223119388,1416.848617947723,924.9974846960713,160.21920007187873,1.0746410988520765,1.0013081706110278,2.8336972358954458,86.58195372424589,0.9830347288430746,0,0.9193491868176943,0.9540636265030364,1.0,22.0,32.97982127857763,voltage_sag_0.92,28.851702250432776,23.895905587504014,23.888039079742516,31.800000000000004,"NREL ResStock AMY2018 2024 release 2, baseline upgrade 0, EnergyPlus outputs",39.99999999999999,3.4656531767893086,2.7155349371558803,23.88888888888889,source_sag,0.92
102.00589467599647,load_proportional,1.0,0.0,0.0,dmpc_full_pq,0.0,full,0.0,0.0,500,59.91015926071987,0.1198408879296835,2.2,4.0,0.1198408879296835,1407.9502802430134,1099.9999999999998,309.79080009274185,1.0640645515185516,1.0077779579504405,3.491962644855941,224.51428429816255,0.989450584762294,0,0.9198650928024887,0.9715776162016283,1.0,18.0,117.77965065470227,voltage_sag_0.92,28.851702250432776,23.895842262958855,23.88801053782131,31.800000000000004,"NREL ResStock AMY2018 2024 release 2, baseline upgrade 0, EnergyPlus outputs",39.99999999999999,3.4656531767893086,2.7155349371558803,23.88888888888889,source_sag,0.92
