aggregate_energy_kwh,allocation_strategy,comfort_band_c,comfort_violation_count,comfort_violation_degree_minutes,controller,current_saturation_count,experiment_set,feeder_extra_load_kvar,feeder_extra_load_kw,fleet_size,frequency_nadir_hz,frequency_overshoot_hz,inverter_q_max_kvar,inverter_s_rated_kva,max_abs_frequency_deviation_hz,max_aggregate_p_kw,max_aggregate_q_kvar,max_compute_time_ms,max_feeder_voltage_pu,max_pcc_voltage_pu,max_unit_apparent_kva,mean_compute_time_ms,mean_pcc_voltage_pu,measurement_delay_steps,min_feeder_voltage_pu,min_pcc_voltage_pu,mpc_feasibility_rate,ramp_limited_count,reactive_support_kvarh,scenario,tcl_share_percent,temperature_max_c,temperature_min_c,voltage_event_type,voltage_sag_pu
168.05555555555557,load_proportional,1.0,0.0,0.0,no_support,0.0,voltage_support_upgrade,300.0,600.0,500,59.8,0.0,2.2,4.0,0.20000000000000284,1000.0000000000002,0.0,0.007500057108700275,1.0746293492416323,0.9974895061036828,2.0000000000000004,0.003880993386130195,0.988186859470413,0,0.939925417822806,0.98326685938494,1.0,0.0,0.0,feeder_stress_600kw_300kvar,28.851702250432776,24.018347958702265,24.0,feeder_load_step,1.0
167.49364582801743,load_proportional,1.0,0.0,0.0,rule_based,0.0,voltage_support_upgrade,300.0,600.0,500,59.8001264528022,0.0,2.2,4.0,0.1998735471977966,1000.0000000000002,0.0,0.006999995093792677,1.0746293492416323,0.9974895061036828,2.0000000000000004,0.0032578515127485944,0.988224846730079,0,0.939925417822806,0.98326685938494,1.0,0.0,0.0,feeder_stress_600kw_300kvar,28.851702250432776,24.019623870569724,24.0,feeder_load_step,1.0
102.25342433400424,load_proportional,1.0,0.0,0.0,dmpc_active_only,0.0,voltage_support_upgrade,300.0,600.0,500,59.916666666666664,0.11566175883914553,2.2,4.0,0.11566175883914553,1421.9158354779502,0.0,282.0835000020452,1.0746318615599564,0.998369950848991,2.8438316709559004,100.22367107776218,0.9913518540734089,0,0.9413686217055351,0.9842198458838722,1.0,9.0,0.0,feeder_stress_600kw_300kvar,28.851702250432776,24.17403592352111,24.0,feeder_load_step,1.0
102.25342433400424,load_proportional,1.0,0.0,0.0,dmpc_pq,0.0,voltage_support_upgrade,300.0,600.0,500,59.916666666666664,0.11566175883914553,2.2,4.0,0.11566175883914553,1421.9158354779502,0.0,250.23180001880974,1.0746318615599564,0.998369950848991,2.8438316709559004,98.38940248312814,0.9913518540734089,0,0.9413686217055351,0.9842198458838722,1.0,9.0,0.0,feeder_stress_600kw_300kvar,28.851702250432776,24.17403592352111,24.0,feeder_load_step,1.0
102.18760423112052,load_proportional,1.0,0.0,0.0,dmpc_full_pq,0.0,voltage_support_upgrade,300.0,600.0,500,59.91666666653495,0.11566139420769872,2.2,4.0,0.11566139420769872,1350.3692789504832,1099.9999999924307,378.70569998631254,1.0673308158536774,1.007783496733228,3.4833875405015,251.15679917628069,0.9970981499673109,0,0.9538254744217259,0.9945625429579789,1.0,8.0,96.78962775765544,feeder_stress_600kw_300kvar,28.851702250432776,24.174007069699783,24.0,feeder_load_step,1.0
168.05555555555557,load_proportional,1.0,0.0,0.0,no_support,0.0,voltage_support_upgrade,450.0,900.0,500,59.8,0.0,2.2,4.0,0.20000000000000284,1000.0000000000002,0.0,0.006299989763647318,1.0808227711134,0.9992389503119228,2.0000000000000004,0.003278518118703168,0.988911143852309,0,0.9366748724224953,0.982929819514305,1.0,0.0,0.0,feeder_stress_900kw_450kvar,28.851702250432776,24.018347958702265,24.0,feeder_load_step,1.0
167.49364582801743,load_proportional,1.0,0.0,0.0,rule_based,0.0,voltage_support_upgrade,450.0,900.0,500,59.8001264528022,0.0,2.2,4.0,0.1998735471977966,1000.0000000000002,0.0,0.007599999662488699,1.0808249020443164,0.9992389503119228,2.0000000000000004,0.0035909128621651612,0.9889496259695957,0,0.9366748724224953,0.982929819514305,1.0,0.0,0.0,feeder_stress_900kw_450kvar,28.851702250432776,24.019623870569724,24.0,feeder_load_step,1.0
102.25342433400424,load_proportional,1.0,0.0,0.0,dmpc_active_only,0.0,voltage_support_upgrade,450.0,900.0,500,59.916666666666664,0.11566175883914553,2.2,4.0,0.11566175883914553,1421.9158354779502,0.0,206.26790000824258,1.0746318615599564,0.998369950848991,2.8438316709559004,95.84618677492908,0.9907046616167722,0,0.9367670479699032,0.981997321541905,1.0,9.0,0.0,feeder_stress_900kw_450kvar,28.851702250432776,24.17403592352111,24.0,feeder_load_step,1.0
102.25342433400424,load_proportional,1.0,0.0,0.0,dmpc_pq,0.0,voltage_support_upgrade,450.0,900.0,500,59.916666666666664,0.11566175883914553,2.2,4.0,0.11566175883914553,1421.9158354779502,0.0,207.93410000624135,1.0746318615599564,0.998369950848991,2.8438316709559004,96.22148595305836,0.9907046616167722,0,0.9367670479699032,0.981997321541905,1.0,9.0,0.0,feeder_stress_900kw_450kvar,28.851702250432776,24.17403592352111,24.0,feeder_load_step,1.0
102.17551377972994,load_proportional,1.0,0.0,0.0,dmpc_full_pq,0.0,voltage_support_upgrade,450.0,900.0,500,59.916666666454766,0.11566139420769872,2.2,4.0,0.11566139420769872,1366.1745728520095,1099.9999999802505,330.89949999703094,1.0684251333543282,1.007783496733228,3.5079526582699296,244.40240991890647,0.9983292796645282,0,0.954983800318768,0.9947535499686693,1.0,8.0,104.09423375084745,feeder_stress_900kw_450kvar,28.851702250432776,24.174007139585402,24.0,feeder_load_step,1.0
168.05555555555557,load_proportional,1.0,0.0,0.0,no_support,0.0,voltage_support_upgrade,600.0,1200.0,500,59.8,0.0,2.2,4.0,0.20000000000000284,1000.0000000000002,0.0,0.008300004992634058,1.087018498907461,0.9992389503119226,2.0000000000000004,0.003383470379770541,0.9872260798441599,0,0.9273768738840793,0.9783664620243763,1.0,0.0,0.0,feeder_stress_1200kw_600kvar,28.851702250432776,24.018347958702265,24.0,feeder_load_step,1.0
167.49364582801743,load_proportional,1.0,0.0,0.0,rule_based,0.0,voltage_support_upgrade,600.0,1200.0,500,59.8001264528022,0.0,2.2,4.0,0.1998735471977966,1000.0000000000002,44.59646201555197,0.04109996370971203,1.0870210206894195,0.9992389503119226,2.0015474703383416,0.0036677691031031866,0.9874810768257574,0,0.9275850470520474,0.978569254252385,1.0,0.0,1.4720253775915764,feeder_stress_1200kw_600kvar,28.851702250432776,24.019623870569724,24.0,feeder_load_step,1.0
102.25342433400424,load_proportional,1.0,0.0,0.0,dmpc_active_only,0.0,voltage_support_upgrade,600.0,1200.0,500,59.916666666666664,0.11566175883914553,2.2,4.0,0.11566175883914553,1421.9158354779502,0.0,207.03089999733493,1.0808505190664064,0.9996774741974603,2.8438316709559004,96.4462793343662,0.9914524454508707,0,0.9382439459943218,0.9837943039826422,1.0,9.0,0.0,feeder_stress_1200kw_600kvar,28.851702250432776,24.17403592352111,24.0,feeder_load_step,1.0
102.25342433400424,load_proportional,1.0,0.0,0.0,dmpc_pq,0.0,voltage_support_upgrade,600.0,1200.0,500,59.916666666666664,0.11566175883914553,2.2,4.0,0.11566175883914553,1421.9158354779502,0.0,217.22620003856719,1.0808505190664064,0.9996774741974603,2.8438316709559004,98.11324380484433,0.9914524454508707,0,0.9382439459943218,0.9837943039826422,1.0,9.0,0.0,feeder_stress_1200kw_600kvar,28.851702250432776,24.17403592352111,24.0,feeder_load_step,1.0
